id,name,brewery_type
753,Kuracali Inc,proprietor
754,LA Bodega Brewing Co,planning
755,La Quinta Brewing Co,micro
756,La Verne Brewing,micro
757,LAB Brewing Co / Twisted Oak Tavern,brewpub
758,Ladyface Ale Companie,brewpub
759,Laguna Beach Beer Co,micro
760,Laguna Beach Brewery and Grille,brewpub
761,Lagunitas Brewing Co,large
762,Lake Tahoe AleWorX,micro
763,Lassen Ale Works @ The Pioneer Saloon,brewpub
764,Last Call Brewing Company,micro
765,Last Name Brewing,micro
766,Latchkey Brewing Company,micro
767,Latitude 33 Brewing Co,micro
768,Laughing Monk Brewing,micro
769,Lawless Brewing,planning
770,Leashless Brewing,micro
771,Left Coast Brewing Co.,micro
772,Left Coast Brewing Co. Tasting Room Smokehouse Distillery,brewpub
773,Legacy Brewing Company,micro
774,Legends Craft Brewery,micro
775,Lengthwise Brewing Co,brewpub
776,Liberation Brewing,micro
777,Libertine Brewing Company,brewpub
778,Lincoln Beer Company,micro
779,Line 51 Brewing,contract
780,Little Miss Brewing,micro
781,Local Brewing Co,micro
782,"Local Craft Beer, Tehachapi",micro
783,Lodi Beer Company,brewpub
784,LogOff Brewing LLC,planning
785,Loma Brewing Company,brewpub
786,Long Beach Beer Lab,micro
787,Longship Brewery,micro
788,Loomis Basin Brewing Co,micro
789,Los Angeles Ale Works,micro
790,Lost Coast Brew House,brewpub
791,"Lost Coast Brewery and Cafe - Table Bluff Brewing, Inc.",regional
792,Lost Winds Brewing Company,micro
793,Lot 713 Craft Brewery,planning
794,Lucky Devil Brewing,contract
795,Lucky Luke Brewing Company,micro
796,M.Special Brewing Company,micro
797,MachineHead Brewing Co.,planning
798,"MacLeod Ale Brewing Company, LLC",micro
799,Mad Duck Craft Brewing Company,brewpub
800,Mad Fritz,micro
801,Mad River Brewing Co,micro
802,Madewest Brewing Company,micro
803,Magnolia Brewing Company,brewpub
804,Magnolia Dogpatch,micro
805,Main Street Brewery,brewpub
806,Mammoth Brewing Company,micro
807,ManRock Brewing,brewpub
808,Mare Island Brewing Co.,brewpub
809,Marin Brewing Co,brewpub
810,Mason Ale Works,micro
811,MBF Brewing Co,contract
812,Midnight Jack Brewing Company,micro
813,Mike Hess Brewing,micro
814,Mike Hess Brewing - Miramar,micro
815,Mikkeller Brewing San Diego,micro
816,Mill Valley Beer Works,brewpub
817,MillerCoors Brewing Co - Irwindale,large
818,Minerâs Alley Brewing Company,brewpub
819,Mission Brewery,micro
820,Modern Times - The Dankness Dojo,brewpub
821,Modern Times Barrel House,micro
822,Modern Times Beer,regional
823,Moksa Brewing Co,micro
824,Moksha Beer,contract
825,Monkey Paw Brewing,micro
826,Monkish Brewing Co,micro
827,Monk's Cellar,brewpub
828,Monterey Coast Brewing,brewpub
829,Moonlight Brewing Co,large
830,Moonraker Brewing Co.,micro
831,Moonraker Brewing Company (Production Facility),micro
832,Morgan Territory Brewing,micro
833,Mother Earth Brew Co LLC,regional
834,Motobrewer,planning
835,Mount Shasta Brewing Co,micro
836,Mountain Rambler Brewery,micro
837,Moylan's Brewery & Restaurant,brewpub
838,Mraz Brewing Company,micro
839,Mt Lowe Brewing Company,micro
840,Mumford Brewing Company,micro
841,Napa Palisades Beer Company,proprietor
842,Napa Smith Brewery,micro
843,Napa Valley Brewing Co/ Calistoga Inn,brewpub
844,Naughty Oak Brewing Company,micro
845,Network Brewery,micro
846,New Bohemia Brewing Co,brewpub
847,New English Brewing Co Inc,micro
848,New Glory Craft Brewery,micro
849,New Helvetia Brewing Company,micro
850,Newport Beach Brewing Co,brewpub
851,Nickel Beer Co,micro
852,No Clue Craft Brewery,micro
853,Noble Ale Works,micro
854,North Coast Brewing Co Inc.,regional
855,North Park Beer Co.,micro
856,Northern Pine Brewing,micro
857,Novel Brewing Company,micro
858,Novo Brazil Brewing Company,micro
859,Oak Grove Brewing Company,planning
860,Oak Hills Brewing,micro
861,Oak Park Brewing Co,brewpub
862,Oakland United Beerworks,micro
863,Ocean Beach Brewery,brewpub
864,Oceanside Ale Works,micro
865,Oceanside Brewing Company,micro
866,Oda Restaurant,brewpub
867,Off the Grid Brewing Co,micro
868,Offshoot Beer Co.,micro
869,Oggis Pizza & Brewing Co - Carmel Mountain Ranch,brewpub
870,Oggis Pizza & Brewing Co - Mission Valley,brewpub
871,Oggi's Sports Brewhouse Pizza - Apple Valley,brewpub
872,Ogopogo Brewing,micro
873,Ohana Brewing Co,micro
874,Ol' Republic Brewery,micro
875,Ol' Republic Brewery Rancho Cordova,micro
876,Old 290 Brewery,planning
877,Old Bus Tavern,brewpub
878,Old Country Brewing,planning
879,Old Hangtown Beer Works,micro
880,Old Hangtown Beer Works,micro
881,Old Kan Beer & Co,brewpub
882,Old Possum Brewing Company,brewpub
883,Old Redwood Brewing Co.,micro
884,Old Stump Brewery,micro
885,O'Meara Bros. Brewing Company,brewpub
886,Origin Brewer,micro
887,Original Pattern Brewing Company,micro
888,Out of Bounds Brewing Company,micro
889,Outbreak Brewing Co.,micro
890,Outpost Brewing Co,micro
891,Pacific Beach Ale House,brewpub
892,Pacific Brew Lab,contract
893,Pacific Islander Beer Company,micro
894,Pacific Plate Brewing Co,micro
895,"Packinghouse Brewing Co, The",micro
896,Palmia,proprietor
897,Palo Alto Brewing Co,contract
898,Papa Marce's Cerveceria,planning
899,Paperback Brewing Company,planning
900,Paraiso Brewery,micro
901,Pariah Brewing Company,micro
902,Paystreak Brewing,brewpub
903,Pedro Point Brewing,micro
904,Pennyweight Craft Brewing,planning
905,Pentagonal Brewing Co,micro
906,Peter B's Brewpub,brewpub
907,Phantom Ales,brewpub
908,Phantom Carriage Brewery,brewpub
909,Pine and Palm Brewing,micro
910,Pine Street Brewery,micro
911,Pismo Brewing Co,micro
912,Pizza Port - Bressi Ranch,regional
913,Pizza Port Carlsbad,regional
914,Pizza Port Ocean Beach,brewpub
915,Pizza Port San Clemente,brewpub
916,Pizza Port Solana Beach,brewpub
917,Placerville Brewing Co,brewpub
918,Plan 9 Alehouse,brewpub
919,Pleasanton Main St Brewery,brewpub
920,Plow Brewing Company,micro
921,Pocock Brewing Company,micro
922,Poor House Brewing,micro
923,Porchlight Brewing Company,micro
924,Port Brewing Co / The Lost Abbey,micro
925,Port O'Pints Brewing Co.,brewpub
926,Port Town Brewing Co,proprietor
927,Poseidon Brewing Company,micro
928,Progress Brewing,micro
929,Prohibition Brewing,brewpub
930,Protector Brewery,micro
931,Pure Order Brewing Co,micro
932,Pure Project,micro
933,Quantum Brewing Co,micro
934,Red Branch Brewing Company / Rabbits Foot Meadery,micro
935,Red Bus Brewing Company,micro
936,Red Car Brewery and Restaurant,brewpub
937,Red Tandem Brewery,micro
938,Redwood Curtain Brewing Co,micro
939,Reel Brew Co.,contract
940,"Refuge Brewery, Inc.",micro
941,Relentless Brewing Co,micro
942,Rescue Brewing Co,micro
943,Resident Brewing,micro
944,REV Brewing Co,micro
945,Right Eye Brewing Co,micro
946,Riip Beer Company,micro
947,Riley's Brew Pub,brewpub
948,Riley's Brewing Co,micro
949,Rincon Brewery,brewpub
950,Rip Current Brewery,micro
951,Rip Current Brewing North Park,brewpub
952,Ritual Brewing Co,micro
953,River City Brewing Co,brewpub
954,River Rock Brewery,micro
955,Rock Bottom Brewery - La Jolla,brewpub
956,Rock Bottom Brewery - Long Beach,brewpub
957,Rock Bottom Brewery - San Jose,brewpub
958,Rocksteady Brewing Co.,brewpub
959,Rocky Hill Brewing,micro
960,Rocland Beverage Co,contract
961,"Rok House Brewing Co., LLC",micro
962,Roses' Taproom,micro
963,Rough Draft Brewing,micro
964,Rouleur Brewing Company,micro
965,Route 30 Brewing Company,micro
966,Rowdy's Brewing Company,micro
967,Rugged Coast Brewing,micro
968,Ruhstaller Beer,micro
969,Ruhstaller Beer,micro
970,Russian River Brewing Co,regional
971,Russian River Brewing Co - Production,micro
972,Sackbut Brewing and Barrelwerks,micro
973,Sacrament Brewing,micro
974,Sacrilege Brewing Project,brewpub
975,Sactown Union Brewery,micro
976,Saint Archer Brewing Company,large
977,San Diego Brewing Co,brewpub
978,San Fernando Brewing Co.,micro
979,San Francisco Brewing Co,proprietor
980,San Marcos Brewery and Grill,brewpub
981,San Pedro Brewing Co,brewpub
982,Sanctum Brewing Co,micro
983,Sandude Brewing Co,micro
984,Santa Barbara Brewing Co,brewpub
985,Santa Clara Valley Brewing,micro
986,Santa Cruz Aleworks,brewpub
987,Santa Cruz Mountain Brewing,brewpub
988,Santa Maria Brewing Co,micro
989,Santa Monica Brew Works,micro
990,Sante Adairius Rustic Ales,micro
991,Sauced BBQ & Spirits,contract
992,Savagewood Brewing Company,micro
993,Scholb Premium Ales,micro
994,Schubros Brewery,micro
995,Seabright Brewery,brewpub
996,Seaquake Brewing,brewpub
997,Second Chance Beer Company,micro
998,Second Son Brews,micro
999,"Secret Trail Brewing Company, LLC",micro
1000,Seismic Brewing Co,micro
1001,Sequoia Brewing Co - Tower District,brewpub
1002,Seven Stills,micro
1003,Shadow Puppet Brewing Company,brewpub
1004,Shady Oak Barrel House,micro
1005,Shanty Irish Brewing Company/Rooney's Irish Pub,brewpub
1006,Shanty Shack Brewing,brewpub
1007,Shire Station Brewing Company,micro
1008,Sidellis Lake Tahoe,brewpub
1009,Sierra Nevada Brewing Co,regional
1010,Silo's,brewpub
1011,Silva Brewing,micro
1012,Siskiyou Brew Works,brewpub
1013,Six Rivers Brewery,brewpub
1014,Skyland Ale Works,micro
1015,SLO Brewing Co,micro
1016,SLO Brewing Co - The Rock,brewpub
1017,Smog City Brewing,micro
1018,Smog City Brewing Wood Cellar,micro
1019,Smoke Mountain Brewery,micro
1020,Smoking Cannon Brewery,micro
1021,Snowshoe Brewing Co,brewpub
1022,Social Kitchen & Brewery,brewpub
1023,Societe Brewing Company,micro
1024,Solarc Brewing,contract
1025,Solid Ground Brewing,brewpub
1026,Solorio Brewing Co,micro
1027,Solvang Brewing Co,brewpub
1028,Solvang Brewing Company - Lompoc,brewpub
1029,Sonoma Grille,brewpub
1030,Sonoma Springs Brewing Co,micro
1031,Sons of Liberty Aleworks,micro
1032,Soquel Fermentation Project,micro
1033,South Bay Brewco,contract
1034,South Gate Brewing Co,brewpub
1035,South Lake Brewing Company,micro
1036,South Park Brewing,brewpub
1037,Southern Pacific Brewing,brewpub
1038,Southpaw BBQ & Southern Cooking,brewpub
1039,Speakeasy Ales and Lagers,micro
1040,SR 76 Beerworks,micro
1041,St Clair Brown Winery & Brewery,micro
1042,St. Florian's Brewery,micro
1043,Stadium Brewing Co,brewpub
1044,Stadium Pizza - Murrieta,brewpub
1045,Stadium Pizza Main ST,brewpub
1046,Standard Deviant Brewing,micro
1047,Star B Ranch,planning
1048,Stash Brewing Co,micro
1049,State Brewing Co LLC,micro
1050,State Room Brewery,brewpub
1051,Stateline Brewery,brewpub
1052,Steady Brewing,micro
1053,Steel Bonnet Brewing Co,micro
1054,Steele and Hops Public House,brewpub
1055,Steelhead Brewing Co - Burlingame Station,brewpub
1056,Stereo Brewing Co,micro
1057,Stone Brewing Co,regional
1058,Stone Brewing Napa,brewpub
1059,Stone Brewing World Bistro & Gardens- Liberty Station,brewpub
1060,Stone Church Brewing,micro
1061,"Storytellers Brewery and Meet House, LLC",planning
1062,Stover Brewing,planning
1063,Strand Brewing Co,micro
1064,Strike Brewing Co,micro
1065,Strum Brewing Company,micro
1066,Stumblefoot Brewing,micro
1067,Stumptown Brewery,brewpub
1068,Sudwerk Brewing Co,micro
1069,Sufferfest Beer Company,proprietor
1070,Sundowner Brewing Co.,micro
1071,Sunset Reservoir Brewing Company,brewpub
1072,Super Owl Brewing,micro
1073,Surf Brewery,micro
1074,Surfridge Brewing Company,planning
1075,Sutter Buttes Brewing,brewpub
1076,Tack Brewing,planning
1077,Tactical OPS Brewing Inc.,proprietor
1078,Tahoe Mountain Brewing Company,brewpub
1079,Tahoe Mountain Brewing Company,micro
1080,Tannery Bend Beerworks,brewpub
1081,Tap and Vine,brewpub
1082,Tap It Brewing Co,micro
1083,Taplands Brewery,brewpub
1084,TAPS Brewery and Barrel Room,planning
1085,TAPS Fish House and Brewery - Brea,brewpub
1086,TAPS Fish House and Brewery - Corona,brewpub
1087,Tarantula Hill Brewing Company,planning
1088,Tarla Mediterranean Bar and Grill,brewpub
1089,Teeccino Brewing Company,planning
1090,Telegraph Brewing Co,micro
1091,Temblor Brewing Company,brewpub
1092,Temescal Brewing,micro
1093,Ten Mile Brewing,micro
1094,Tenacious Brewing Company,planning
1095,Tent City Beer Company,micro
1096,The Bell Marker,brewpub
1097,The Blue Poppy Brewery,planning
1098,The Booth Brewing Co.,micro
1099,The Brewhouse,brewpub
1100,The Brewing Lair,micro
1101,The Dancing Fox,brewpub
1102,The Fat Cat Beer Co,contract
1103,"The Feinics Company, Inc.",planning
1104,"The Good Beer Company, Inc.",micro
1105,The Mason Jar Brewing Company,micro
1106,The Rare Barrel,micro
1107,The Runway By Patrick,brewpub
1108,The Stalking Horse,brewpub
1109,There Does Not Exist,planning
1110,Third Street Aleworks,brewpub
1111,Third Window Brewing,brewpub
1112,ThirstyBear Organic Brewery,brewpub
1113,Thompson Brewing Co,brewpub
1114,Thorn Brewing Co,micro
1115,Thorn Street Brewery,micro
1116,Thr3e Punks Ale,micro
1117,Three Forks Bakery & Brewing Company,brewpub
1118,Three Mile Brewing Co,micro
1119,Three Monkeys Brewing Co,contract
1120,Three Rivers Brewing Co,micro
1121,Three Stacks and A Rock Brewing Co,brewpub
1122,Three Weavers Brewing Company,micro
1123,Thunderhawk Alements,micro
1124,Tied House Cafe and Brewery-Mtn View,brewpub
1125,Tilted Mash Brewery,micro
1126,Timeless Pints Brewing Co,micro
1127,Tioga-Sequoia Brewing Co,micro
1128,Toolbox Brewing Company,micro
1129,Topa Topa Brewing Co,micro
1130,Topsy's,brewpub
1131,Toro Creek Brewing Co,micro
1132,Tortugo Brewing Company,planning
1133,Touchstone Brewing Company,planning
1134,Towne Park Brew Co,micro
1135,Toy Soldier,brewpub
1136,Track 7 Brewing Co - Curtis Park,micro
1137,Track 7 Brewing Co - Natomas,micro
1138,Trade Brewing,micro
1139,Trader Joes - West Coast Office,contract
1140,Trail Dog Brewing Co.,planning
1141,Transmission Brewing Company,planning
1142,Transplants Brewing Company,micro
1143,Triple Rock Brewery and Alehouse,brewpub
1144,Triple Voodoo Brewing Co,micro
1145,True Symmetry Brewing Company,micro
1146,Trumer Brewery,regional
1147,Tustin Brewing Co,brewpub
1148,TUYA SuperBrewing Co.,planning
1149,TW Pitchers Brewing Co,contract
1150,Two Coast Brewing Co.,contract
1151,Two Dude Brew,planning
1152,Ukiah Brewing Co,brewpub
1153,Uncommon Brewers,micro
1154,Underground Brewing Co.,brewpub
1155,Unsung Brewing Company,micro
1156,Unsung Brewing Company- Taproom,micro
1157,Uproar Brewing,brewpub
1158,Urban Roots Brewing,brewpub
1159,Urge Gastropub & Common House/Mason Ale Works,brewpub
1160,Valley Brewing Co,brewpub
1161,Venice Ale House Brewing Co,contract
1162,Venice Duck Brewery,contract
1163,Ventura Coast Brewing Company,micro
1164,Verdugo West Brewing Company,micro
1165,Viewpoint Brewing Co,brewpub
1166,Waganupa Brewing,micro
1167,Waterman Brewing Company,micro
1168,Wavelength Brewing Company,micro
1169,Westlake Brewing & Libation,micro
1170,White Labs Tasting Room,micro
1171,Whole Foods Market Brewing Company- Floodcraft Brewing,brewpub
1172,Wicks Brewing Company LLC,brewpub
1173,Wiens Brewing Co,micro
1174,Wild Barrel Brewing Company,micro
1175,Wildcard Brewing Company,micro
1176,Wiretap Brewing Corporation,micro
1177,Wolf Creek Brewery,micro
1178,Woodfour Brewing Company,brewpub
1179,Woodhouse Blending & Brewing,planning
1180,Woods Bar & Brewery,brewpub
1181,Woods Beer Company,brewpub
1182,Woods CervecerÃ­a,brewpub
1183,Woody's Brewery,brewpub
1184,Working Man Brewing Co,micro
1185,Ximix Craft Exploration,micro
1186,Yeti Restaurant,brewpub
1187,Yolo Brewing Co,micro
1188,Yorkshire Square Brewing Co.,micro
1189,Zone 9 Brewing Company,micro
1190,Zymurgy Brew Works,micro
1191,10 Barrel Brewing Co - Denver,large
1192,105 West Brewing Co,micro
1193,12Degree Brewing,brewpub
1194,14er Brewing Company,proprietor
1195,3 Freaks Brewing Co,micro
1196,300 Suns Brewing Company,brewpub
1197,38 State Brewing,micro
1198,4 Noses Brewing Company,micro
1199,4B's Brewery,brewpub
1200,6 & 40 Brewery/Taproom,planning
1201,7 Hermits Brewing Company,brewpub
1202,Acidulous Brewing Company,contract
1203,Aero Craft Brewing,planning
1204,Alpine Dog Brewing Co,micro
1205,Altered Code Brewing,planning
1206,Alternation Brewing Company,micro
1207,Amalgam Brewing,proprietor
1208,Angry James Brewing Co,micro
1209,Anheuser-Busch Inc - Fort Collins,large
1210,Animas Brewing Co,brewpub
1211,Asher Brewing Co,micro
1212,Aspen Brewing Company,micro
1213,Atom Brewing Company,micro
1214,Atrevida Beer Company,micro
1215,Avalanche Brewing Co,brewpub
1216,Avant Garde Beer,planning
1217,Avery Brewing Co,regional
1218,Baere Brewing Company,micro
1219,Banded Oak Brewing Company,brewpub
1220,Barnett and Son Brewing Company,micro
1221,Barrel Dog Brewing,micro
1222,Barrels & Bottles Brewery,brewpub
1223,Beer By Design Brewery,contract
1224,Berthoud Brewing Company,micro
1225,Beyond The Mountain Brewing Company,micro
1226,Bierstadt Lagerhaus,brewpub
1227,BierWerks,brewpub
1228,Big Beaver Brewing Co,micro
1229,Big Choice Brewing Co,micro
1230,Big Thompson Brewery,micro
1231,BJs Restaurant & Brewery - Boulder,brewpub
1232,Black Beak Brewing,planning
1233,Black Bottle Brewery,brewpub
1234,Black Cat Brewing,planning
1235,Black Forest Brewing Company,brewpub
1236,Black Project Spontaneous & Wild Ales,micro
1237,Black Shirt Brewing Co,brewpub
1238,Black Sky Brewery,brewpub
1239,Blue Moon Brewery,large
1240,Blue Spruce Brewing,brewpub
1241,Blue Spruce Brewing Littleton,brewpub
1242,Boggy Draw Brewery,micro
1243,Bonfire Brewing,micro
1244,Bonfire Brewing Production,micro
1245,Bootstrap Brewing,micro
1246,Bootstrap Brewing Co,micro
1247,Bottom Shelf Brewery,brewpub
1248,Boulder Beer Co,regional
1249,Boulder Beer On Walnut,brewpub
1250,Brass Brewing Company,micro
1251,Breckenridge Brewery,large
1252,Breckenridge Brewery & Pub,large
1253,Brew Pub and Kitchen,brewpub
1254,Brewability Lab,micro
1255,Brewery in Planning - Broomfield,planning
1256,Brewery In Planning - Cape Cod,planning
1257,Brewery In Planning - Centennial,planning
1258,"Brewery in Planning - Centennial, CO",planning
1259,Brewery In Planning - CO,planning
1260,"Brewery in Planning - Colorado Springs, CO",planning
1261,Brewery in Planning - Commerce City,planning
1262,Brewery In Planning - Denver,planning
1263,Brewery in Planning - Denver,planning
1264,Brewery In Planning - Eaton,planning
1265,Brewery In Planning - Greeley,planning
1266,Brewery In Planning - Highlands Ranch,planning
1267,Brewery Rickoli,micro
1268,Brewmented,micro
1269,Briar Common Brewery,brewpub
1270,Bristol Brewing Co,micro
1271,Brix Taphouse and Brewery,brewpub
1272,Broken Compass Brewing,micro
1273,Broken Plow Brewery,micro
1274,BRU Handbuilt Ales and Eats,brewpub
1275,Brues Alehouse Brewing Company,brewpub
1276,Bruz Beers,micro
1277,Buckhorn Brewers LLC,micro
1278,Bull & Bush Brewery,brewpub
1279,Burgundian Brewing Co.,micro
1280,"Burly Brewing Company, LLC",micro
1281,Burns Family Artisan Ales,planning
1282,Butcherknife Brewing Company,micro
1283,C.B. and Potts/Big Horn Brewery - Englewood,brewpub
